id,puzzle,solution,clues,difficulty
438,4....3.7...34....8....7.9....57...89.....5..21..6.8..3.....7...5.1.2...7.6.3..4..,412983576973456218856271934645732189387195642129648753234567891591824367768319425,26,2.7
439,...8.4...2...954...5.2.7....94.6...86.1.59...5.....1...........9.....73...63.....,169834257273695481458217693394162578681759342527483169735926814912548736846371925,24,2.7
440,1....2.....9.38.47.4.79....6..2..15..3.6..7..5......3....3....8..5..1...49......1,167542983259138647843796215674283159938615724521479836716324598385961472492857361,26,4.0
441,....3..9.....16....26.9...42.5..4..1....6....1.3.......9.5.3.....8.....6.4.....85,417235698859416273326798514265974831984361752173852469692583147538147926741629385,23,2.5
442,.5.92.1...............1.8.4.7.3.....5..1....64...6..726.92...5..1.........7..1.9.,358924167164873529792615834976382415523147986481569372649238751815796243237451698,24,2.1
443,27.......1..8..6.95.......8....8..4...325.1.....1.6.3.3.........6......2..53.97..,278694513134825679596731428617983245843257196952146837381572964769418352425369781,24,3.1
444,.1586....84.5..7.1..7........8...946.9...2.5.4........5...1...4..4...6.2...3.6...,915867423846523791327194865258731946693482157471659238569218374134975682782346519,26,2.3
445,3..4......21.73.5...9....83.6.2......3......8.8.7...49...1.2.9...4..782.........6,356498712821673954749521683965284137437915268182736549678142395594367821213859476,26,3.1
446,1...7..39.9....4..6.......5.....2.5.9......1..74.38.....3.29.....184.3.......7...,128574639395261478647983125816492753932756814574138962783629541261845397459317286,24,2.2
447,9...3...74.........18..75...6.7..1....9..82...5.2.....3....5..1.9.....6....4..79.,925136487437582619618947532263759148749318256851264973374695821592871364186423795,24,3.8
448,..15..2.7..9.8....6.5..7......3..7..7..8..1.216.....454...9...........6.....1.4.3,341569287279183654685427319852341796794856132163972845436798521517234968928615473,25,3.3
449,..734..9......9.8.6....7.........8...347.....9...5...2.7.2.4..1.4...62....65...3.,287345196451629783693817524712963845534782619968451372875234961349176258126598437,25,3.2
450,3....794...9.....8.7...56.19...621.....4......1.5......8.........2........6.8142.,361827945459136278278945631935762184627418359814593762183274596742659813596381427,24,2.5
451,..8....5.7......4..1.63..........28728..4......37..........3......9..875.6.87..19,938417652756289143412635798645391287287546931193728564879153426321964875564872319,25,2.7
452,...27...8.5.....29.4....1.......13........6...92.8.4....3.......2.5..81....3.4..5,931276548658143729247895136476951382185432697392687451513728964724569813869314275,23,2.5
453,...7.....2831.....15.6..4.....49...16.9.1.......86..5..6....8..8.......2....7.1.9,946723518283154796157689423528497631679315284314862957762931845891546372435278169,25,2.8
454,8.7.9..32......1...9...3.787..........6..4...1..8.5....8..2..969.45....1......3..,817496532635287149492153678758362914326914857149875263583721496964538721271649385,25,3.2
455,..69....3.8.....4.4.....95..43....76....8..9.1.7.........16.5..5.2..4...........1,756942813289315647431678952843591276625783194197426385374169528512834769968257431,23,3.4
456,..1..8.69.8..95......7...2....4....7..8.6.....7..1..4..14......6..9..2.885.......,741328569283695471569741823125439687498567132376812945914283756637954218852176394,24,3.2
457,..54..7..4..1...3581.9......84..3..........5....7..26.12.......6.7..8.....8..1.7.,295436781476182935813975426584623197762819354931754268129567843647398512358241679,25,2.4
458,.25..834.....5.6....8.34.2..3.............9..1..3.94.8.........4...27.6..714..59.,625198347314752689798634125839245716547861932162379458986513274453927861271486593,27,2.5
459,..4...6.7.5.......72...4.853......4...26.......72..1.6.7.9.8..2.9.76........3....,934825617158376924726194385369517248812649573547283196671958432493762851285431769,25,2.9
460,...68...56..1.....8.....3.9....621..7..4....314.9...26..7....5.4...1.....9...74..,974683215635129748821745369589362174762451893143978526317894652458216937296537481,26,2.3
461,8..2.......349....16........8..73.6........1.3...6....5.....7.6.......8.67...8.53,847231695253496871169785234984173562726549318315862947598314726432657189671928453,23,3.9
462,...8...7.....9.6.34.1.......1.3...8.......35..2...4.1.5...634............98...53.,239846175857291643461537829916325784784619352325784916572163498143958267698472531,23,3.1
463,..965...3.4....5..2.......185........2.7...4.7..3..6.9...8.......1.......6.9.7..5,179658423648231597235479861856194732923765148714382659597843216381526974462917385,23,2.1
464,..5..8.13..4...95...9.358..6......3......75....8....4.8.72.9......1.....49.7.....,765928413384671952129435876671594238243867591958312647817259364532146789496783125,25,3.1
465,..24.7....65....9.......1...54..1.2...3.9.4.52....6....7..246.....8.32......5...8,912437586765218394438965172654381927183792465297546831879124653546873219321659748,26,2.6
466,7...5..2..5....9..263....1.9.......1..12.4....4.....7...6...........126.....7684.,789153624154762938263498715925637481371284596648915372436829157897541263512376849,24,2.7
467,.7.....83..28.....81.9....5.8.1..5..2..6.5...5....749.......7....6.9.......2..3.6,975462183632851974814973625483129567297645831561387492128536749356794218749218356,25,2.5
468,5.2.7..93.3....67.......5..9....2...128.....6......1...4.51..8.361..7.4.....3....,512674893834951672697328514956142738128793456473865129249516387361287945785439261,26,2.5
469,58..7....1.4...5......9...83.6..5.4....7........2...9..3....4..7...8...5..5....2.,582371964194826573673594218326915847918743652457268391231657489769482135845139726,22,2.8
470,.....9.3.54.3........51........7.6....2........9235..1..58.....7....284..28..4.6.,281649537547328916693517284354971628172486359869235471415863792736192845928754163,25,3.3
471,...1.5.7...2...4...53..7.2...........869..3.71...38.6.29.....81.......3...17....4,964125873712863495853497126329674518586912347147538962295346781478251639631789254,26,2.4
472,4..3...6...7..5.49..24.6..1....6...891...3..5..62.9.1.........4.2....17.3........,481392567637815249592476831243561798918743625756289413179628354825934176364157982,26,2.6
473,.5.......7..49.1....85.72.....6.....5..9..4.846.....9..2....5......3....6......74,251386947736492185948517236389641752512973468467258391824769513175834629693125874,23,3.0
474,7..9...8..3..7.....5.1.2..36..8..93.543..........5..16.8....24...14....8.........,726934581139578624458162793612847935543691872897253416385716249971425368264389157,25,2.7
475,...1...525...42..8.16......6..4..3...43.287..............5.7...3.5.....7.68.9..4.,874136952539742618216859473652471389143928765987365124491587236325614897768293541,26,3.0
476,.4...5.96......7..7..41......7....4..3......15..96.2...8.62......3.914...6.7....9,348275196921386754756419832897132645632854971514967283489623517273591468165748329,26,2.2
477,........4..5.49....1...3.7..4.1.7..29.6.......8....6....28.....8...321....7..6.9.,679581324235749816418623579543167982926358741781294635192875463864932157357416298,24,2.6
478,.....74.....5..7..52......9...1.32...6..9.57...8......6...3.....83.2....7...54.36,819267453436519782527348619975183264361492578248675391654931827183726945792854136,25,2.3
479,9...1......4....8...759...6...2..4......5..3.26...9...........882.3.6..1......7..,952618374614723985387594126738261459491857632265439817173945268829376541546182793,22,3.0
480,..8......5..1..6.3..498.1...3.......2....6.7...781..........4...59.3........7..12,178623945592147683364985127836754291215396874947812356721568439459231768683479512,23,2.7
481,8.........17.42..89..1.5........8.6.......4.7.356.1.....69....4........6..1.3.5..,853769241617342958924185673179428365268593417435671892386957124592814736741236589,24,2.1
482,.5........81..6..76....5.28..63......3...2.1......96....5...7...7..283.1.2..9....,752981436381246957694735128516374289937862514248159673865413792479528361123697845,25,2.4
483,.91.7...5....8..1..8.23....5..7..3..3.......6418.5.2....71...4..5.9.............8,291476835634589712785231469569712384372894156418653297927168543853947621146325978,25,2.3
484,.....28..7...4...1....1...3.5...6...1.43.7..8..3......6..9..2..3....157.9...3....,431762895789543621526819743857496312164327958293158467618975234342681579975234186,24,2.4
485,.5....9.1.....7.4.9.....6...1.....84.3.1.8........6.....4.7.29...7..5.6..926.....,758462931623917548941583672216759384439128756875346129364871295187295463592634817,24,2.4
486,...8....1..5.93.7.......84...7....5....2..9...23..7...1.6.2.4.3.9..7..6...4......,749862531815493276632751849987146352461235987523987614176528493298374165354619728,24,3.5
487,.1..4....9....1..5..769.....819....2.3..8........734..6.87...415......2...2...8..,315847269964321785827695314781954632439286157256173498698732541573418926142569873,26,2.3
488,..3.8...55..2.98..6..5..93..7............6.4848...1....6...2...8...65.19..1.....2,193684725547239861628517934379428156215976348486351297764192583832765419951843672,27,3.0
489,..9.3....1..58.2...3...9.......4.51.86....9.....7....6..1.......9...6.4...8...17.,589237461176584293234169758923648517867351924415792836341975682792816345658423179,23,3.7
490,2.35..8.6..1.7.....4.....177.2..1...4...6.2..6..8....4...1456.8.2......1....9....,273514896851976432946382517782451369419763285635829174397145628528637941164298753,27,2.6
491,.1.98....2....5..48...4279.....9.....7.6.1....8..53..1.51..9.4...........9....53.,417986352269375814835142796123798465574621983986453271751239648348567129692814537,26,3.3
492,..........7..8..2..8.24..9..5.....7...29.5..4...71.23...9....68...1.6..3.3..5....,294673851371589426586241397453862179712935684968714235149327568825196743637458912,25,2.1
493,4.7.5....8...34..1.....7...3.9...5.....7.2.......1..86..4........1...6.8.6.9...2.,427159863896234751135867249319648572658792314742513986284376195971425638563981427,23,2.6
494,18....69.....76..8....5.....52..84..87.....2.6.....8.3.....4.3........1...49.3...,185342697429176358367859142952738461873461529641295873798614235236587914514923786,24,2.6
495,..3..82.55.......8......96....4..3.....25.84.1...3...98..37....6.......7.24...1..,493768215561942738287513964952481376376259841148637529815374692639125487724896153,25,3.5
496,68.......2.13........4.....5.3.8...7........5....124.61..9..7...7...3.8.....6....,684271359251398674739456128513684297462739815897512436148925763976143582325867941,22,3.5
497,5...6.3.1.......493...8..67.3.8......1....27.2.........9.4....6....58.....263...5,587964321621375849349281567736812954918546273254793618895427136463158792172639485,25,3.1
498,...4......93..6...5....7.....8.43..7.4.8......1.....8..6.9...1.2846..9........2.4,871452639493186752526397841658243197347819526912765483765924318284631975139578264,24,2.9
499,.....1.6...452......8.....1..1.......5..1.7...2..9.6.834576..2...........62..3..7,273481965614529873598637241831276594956814732427395618345768129789142356162953487,25,2.2
500,....8..5...1....24.9.4..7.....81..6......2....6..4..856.......87.59.6..3.4..3....,476283951351697824892451736934815267518762349267349185623174598785926413149538672,25,3.0
501,....2.3......94.8...6....1.4.3....767..3..2........1......7..5..2...6...891..5...,978521364135694782246783519483152976719368245652947138364279851527816493891435627,23,3.2
502,.....87....53.....3.41....9......9..931.7......75.6...8..6...3.5..............862,192468753785329146364157289658231974931874625247596318819642537526783491473915862,23,2.8
503,..7......46.9.......8.3..21.9.....583.6...1...4..2.9.3...8.5.....4.6.....7......4,237154896461982735958736421792413658386579142145628973629845317514367289873291564,24,3.6
504,.4...629...7.......95...6..48.5...3.........8...9.4..7....359.......2.4.6.....8..,843176295167259384295348671486527139579613428312984567728435916951862743634791852,23,3.3
505,7........48..2........96.1...7...349..47..2.8..3..87....8.7....5........9.2..34..,719385624486127593325496817867251349154739268293648751648972135531864972972513486,25,3.3
506,.5.3....9...5.4.2..1..28......7..9..2.....7.1..8.5.......2.6..4..6......8.7..1.36,652317489789564123314928675163742958295683741478159362531276894946835217827491536,25,2.4
507,8.6..43.........5....5....6....3.7......6..3..91...6..1.73.9......28......8..65.1,856794312413628957972513846624135789785962134391847625147359268569281473238476591,24,3.1
508,..3.8.2....4....5..27.....8.....63.4....5..89.8..1.......3..5.71.6.......3..4.1..,653984271814627953927135468572896314361452789489713625298361547146579832735248196,24,2.1
509,..59....1..6..1...18..2.6.....2......3..89.2....3...89.......536...1.....59.7...8,725964831946831275183725694894256317537189426261347589412698753678513942359472168,25,2.2
510,...148..3........4..8.3.26.2........17.2.....5.9.86.......14728..3.........8.5.4.,627148593351629874498537261286451937174293685539786412965314728843972156712865349,26,2.7
511,....63.....6....951.285.6...18..7.5.5.7..2..........4..75.8.9.2...21...8.........,759463821386721495142859673418637259597142386263598147675384912934215768821976534,26,2.1
512,.934.....2.....3.65.1....42.5.....3...2.4...77..9.8.....57..2..1...8......6..28..,693427158247851396581369742958276431362145987714938625835714269129683574476592813,26,2.6
513,4...8.5.....4.....8.....12.2...1..46.3..6.....8.7...3...9.5.7....51.3..........9.,416982573572431689893576124257319846931864257684725931349658712725193468168247395,23,3.2
514,32..5..7..94..2.1......8....7..6...3..24..7.....2..16........3....91.28..4...6...,328154976694372815517698342871569423962431758435287169289745631756913284143826597,25,3.0
515,.56...1241.....7.84......6..1.9.....3....42.....865....3...76..9...2......7.....5,856379124129456738473281569615932847398714256742865391534197682961528473287643915,25,3.5
516,8.......7..64...2..2.5..3......2...32..1.6..5......49..5.87..4......4....81.3....,814362957536497821927581364745928613293146785168753492352879146679214538481635279,24,3.0
517,.84..19....2.4..3.....7.5.........48.....5.92...7.....6.......523.8.4....489.....,384521967752649831916378524175296348863415792429783156697132485231854679548967213,24,3.3
518,4..6.27....9.18....3......4...1.........26..........8775..4...3.8.9.76....1......,418632759579418362632579814327185496894726135165394287756841923283957641941263578,23,2.4
519,...58.2........7....2.13..45.6...89....4...2.......5.6..3..41..7..2...6...9..6...,467589213135642789892713654546321897978465321321897546683954172714238965259176438,24,2.6
520,...8.741.3........4......52.7...318...4.....986...........9...17.8.4..3....57..68,296857413351264897487139652579423186134786529862915374625398741718642935943571268,26,3.5
521,.12...4....4.3.5...........8.......5.264..8.17.58..24...71........579..8.....36..,312985476694731582578624913841392765926457831735816249257168394463579128189243657,26,3.5
522,5...3...4.......567..6.....6....97.....78...2.3......5.2.....3...19........1.6...,569832174213497856784615293642359718195784362837261945926578431451923687378146529,21,2.8
523,69..28.3.2..1...78..87..9.....9...4......2.....3.8....145.3.79..3..............1.,697428531254193678318765924586971243471352869923684157145836792732519486869247315,25,3.0
524,.5..6.......12..4.......69..1...6.....67.....4.....3.1..2..7.1.9..5...2....81...7,358964172769128543124375698213486759596731284487259361832697415971543826645812937,23,3.2
525,..4....83....942....3.28..9.9..7..18.18....7.5.........6.51....8.7..........4..9.,924756183681394257753128469392475618418263975576981342269517834847639521135842796,25,2.9
526,.8.3.9.......2...7.........2.6.9.4.....276.3..3....7....54...6......1..59..5..34.,782359614391624587654718293276193458548276139139845726815437962423961875967582341,24,2.5
527,5.......9....14.8.84...3....897..........29..7.......1...5.....1.6..9.74.......6.,523678419697214385841953726489731652315862947762495831278546193156389274934127568,22,3.8
528,.5...3....6..7..8........1.9...1.2.6..75..4..8.....1..4....962....8.2....3.......,159283764263471985784695312945718236317526498826934157478359621691842573532167849,22,2.9
529,...2..9.3..7......4.2...7..7...5..6...6.74........143.6...1.....8..25..9....6...2,561247983897536124432189756749352861316874295258691437624913578183725649975468312,24,3.5
530,.5.8.14.6....3........9..8..3....5.1..4........17..6.2.8...3.2....4..1....5.2...9,253871496869534217417692385738269541624315978591748632186953724972486153345127869,24,2.2
531,.5.......3.98.2......7.64.3..4......1..3.9..........72.1...834...6......7.31.4.28,657493281349812765821756493264587139178329654935641872512978346486235917793164528,26,3.2
532,32.5.7.8..7.....9...82.....56..3............37....21.9............79.52....34...1,329517486176483295458269317564931872912874653783652149647125938831796524295348761,24,2.6
533,1..56..7........51.4.2..........17.......9.3.7.4.5...98.7...1..6....39....9..2.8.,198564372276938451345217698923841765561729834784356219837495126652183947419672583,25,2.4
534,....7.9.19..1....3.....56...2...9...8.4......1..7....8....5.3.4.63.2....2...3..8.,356278941972146853418395672627489135894513267135762498789651324563824719241937586,24,2.8
535,9..7...5..7...8..1..1....632....98..79...1.2....6.4............4..8....96...4..7.,943716258576238941821495763265379814794581326138624597359167482417852639682943175,24,3.2
536,3.51..9..2...3.....71.....692......1.4.6.3......8..5..........5...36.1.2.52.8.6.3,365174928289536417471928356923457861548613279617892534836241795794365182152789643,27,2.8
537,8..2.1...2...7.1..63...9.8..4..2....7.85..4.....3............18......7..576....9.,857231649294678153631459287345827961718596432962314875429763518183945726576182394,24,2.1
538,........75.8..9.1..93.2.........5.6..1....4..4...81.2...67.3.......5.....7....8.9,124568937568379214793124586287945361615237498439681725856793142941852673372416859,23,2.4
539,9...3....8.4..17...1..7.38..........1..6..23.46...5......5.3.1..2..8....3..4...2.,976834152834251796215976384583792461197648235462315978748523619629187543351469827,25,2.4
540,..6.7.9..5....3..4...8.1.3..9....183...4..7..........2..1.45.7...4.....16....9.2.,316274958578693214249851637492567183185432769763918542921345876854726391637189425,25,2.1
541,....587.......1..48.46..3.....28...5...1.6....7..3..6.7....32.8.9.....4.6...1....,139458726267391584854672391916287435523146879478539162745963218391825647682714953,25,2.3
542,7.2....4....2....8.89..1.......13...1...9..5......546.....2...66.53.7..2.....9...,752986143361254978489731625576413289148692357293875461934528716615347892827169534,24,3.6
543,...7.2....5....1...3.....7...6.8.........45..8.35..6.79...18......6...24....4...6,491752368758436192632891475546187239279364581813529647964218753185673924327945816,23,2.8
544,.9.8...7....7....4....1..28.3246.....1...7...7......45....7....8.6....533...84..1,193842576285796134674315928532469817418257369769138245951673482846921753327584691,26,3.7
545,...4...1.....3..8.1.2.7...56....7...5.1.2.9.39..5......3....7....5...6......9...2,368459217759231486142678395683917524571824963924563178236185749895742631417396852,23,2.3
546,.5..2...33.1..9.58......6.....6..........27.9....3.84.61..8..7...3....8...9.453.6,756428193321769458498351627187694532534812769962537841615983274243176985879245316,27,2.7
547,......4.7.5.7.8..3..9...........1..83..276...9.....72.41..5...95....96.4..3....8.,836125497254798163179364852762941538385276941941583726418652379527839614693417285,26,3.8
548,.34..1...65...8.....8.3..76.....6....168....5.9.3...2....6...3.3..19...2........9,734261958659748213128539476273956184416872395895314627942687531367195842581423769,25,3.1
549,....9...3....4.8..38....52.1.7.......2......4..382..5.2...17.....6.......782...3.,762598413951342876384761529147635298825179364693824157239417685516983742478256931,24,2.3
550,27.6.......3....7.8..9..4..4....16...62.8.......7....3...14.93......8....5.3.9.6.,279654381643812579815937426437291658562483197981765243728146935396528714154379862,25,2.1
551,..7.5362...1.2.....9.........6.....1....69.5.......94..2.....7.1.53.4...4.9......,847153629651927438293486517936542781714869253582731946328695174165374892479218365,23,2.6
552,.....1....1.59..8...746...16...3....18......4..2..9.7379...6.4...8...2.........97,856271439214593786937468521679834152183752964542619873795126348368947215421385697,26,3.8
553,.............2.4735...31.....325.6..9724.............8..6....3..3.1...6..1...9...,328794156691528473547631892183257649972486315465913728756842931839175264214369587,23,2.1
554,....1..9...5..7.....32..1.6.3...........4...128.6.59..1.2.7.....9..8.2......5...7,624518793915367482873294156439721568567849321281635974152476839796183245348952617,24,2.5
555,8....6...726.4..5..3...92..........65..7...1...2.5...4......4..6...2..8.45......3,895236741726148359134579268917482536548763912362951874283615497679324185451897623,24,2.6
556,..8..6......2....91......6....6..89..34....7.....2.53...34..7.8..7.6....4..3.5..1,948536217365217489172984365751643892234859176896721534613492758527168943489375621,25,2.1
557,....23.5..93....7..4...8......8..9.2....4....86..125...3..5.41.1.........85....2.,678423159293561874541978236714835962352649781869712543936257418127384695485196327,25,4.0
558,...2.6.3..........3...1.......4...6..56...97.12..9.5.....7.4...9.73....5.8....1..,415276839698543712372819456739458261856132974124697583561724398947381625283965147,23,2.2
559,...4...1...2...9.59.85..3.63..85.........34.....6....7.8..3...9.2.........7.1..5.,563497812712386945948521376374859621256173498891642537185234769429765183637918254,24,2.1
560,....986...2.....3...476.1..1.......6.8.1......7...2.9..93...........9.....7..1.24,731298645628415739954763182142937856589146273376582491293674518415829367867351924,23,2.8
561,.8..4........5.16..6......741.8..9.....5.24....9..1.....2..75.31.8.......97....2.,781643295234759168965218347413876952876592431529431786642987513158324679397165824,25,2.9
562,...5..4.19.84..........3..8..5..2..646.1.9...8.2..59.3.7...42..2.4.9..5.6........,326578491958416372147923568795342816463189725812765943571634289234891657689257134,28,2.3
563,8.3....9..1........7.93..164...79.5......28.4..7........83.7...1.96...8.......4..,823416597916725348574938216482179653391562874657843921248397165139654782765281439,25,2.8
564,72...4..3...1....96...3..7.1.....89...4.7.....6....7.........6..57..82..2..9.5...,725894613348167529619532478173456892894271356562389741481723965957618234236945187,24,2.2
565,7.8.34......7....6..19.2.34.1.....49......6.15....12..42...8....7..4..2......3...,798634152342715896651982734817326549239457681564891273423178965176549328985263417,26,3.6
566,193.7......6...1......5...8.67294....127...4................3.43....1.2..7.4.....,193872465586349172724156938867294513912735846435618297651927384348561729279483651,24,2.3
567,5..1...6..68.9.5..39....8....3.1.9.5.2..5...49..7.4.3....6......3.8...46..6......,572183469168497523394526817643218975721359684985764231857641392239875146416932758,27,2.2
568,15...7.......9.73...38.......13..5.7..6.....2....7.48....453...2.....1.6.........,152637894468592731793814625941328567876945312325176489619453278234789156587261943,23,3.3
569,.....7..6..165.4........593.7..3.....14....2..5.98......31..9.......2.3..6......7,495327816831659472726418593678234159914765328352981764283176945547892631169543287,24,2.7
570,3....7..2.9.2...6..8.....35..6...194..7.4........68.5..2.......4.16....8....7....,364587912195234867782916435836725194517349286249168753628451379471693528953872641,24,2.1
571,3.5..7.........9.1.7.....6...2...8..6.3.........45...3.1.5....94........9.813....,365917284824365971179248365542693817693871542781452693217586439436729158958134726,22,2.3
572,.2...5.......6.832..4.71...9.....16.765.......4...3...25...........863.5......98.,629835417517964832834271659983527164765148293142693578258319746491786325376452981,25,2.2
573,...5...2..9..1..3....34..8..2....6....3.5....6......54....32...4.......52.....86.,341586729895217436762349581524973618183654972679128354956832147438761295217495863,22,2.9
574,....6....1...3.84....2....3..5..6..28..74...........9.65..71....1.....5.4.7...92.,348169275126537849579284163735896412891742536264315798652971384913428657487653921,24,2.5
575,....8..5..5..91.3.39.5..87.9...6.......1....21.....3..........47..9.8.....5..31..,671382459458791236392546871943265718587134962126879345239617584714958623865423197,24,2.1
576,.57....3.6...9...7...6.5..4............2.7..99.3...58..4...8...52.4.......1...2..,457812936612394857398675124265983471184257369973146582749528613526431798831769245,23,2.2
577,.7....14......7..68.6.3....6..3..........1...49..8......3..4.97.....9..45..1..2..,372968145954217836816435972687392451235741689491586723163824597728659314549173268,23,2.9
578,...2.......4.3127...2.....3...1.7...8.5.....94.3.....5...5..4......9.1..32......6,937268541654931278182475963296157384815346729473829615761583492548692137329714856,23,2.5
579,9.........3...9..2...2.76...1.........7..8.64..94.518...1....952.4.1.............,942651738736849512185237649418362957357198264629475183861724395294513876573986421,23,2.1
580,....1....2....9.5.9.74......9..8.3........8....16.......68...91..57....24..1..63.,643517928218369754957428163594281376362974815871635249726843591135796482489152637,24,2.1
581,..79...4.........2.....39.5..4..26...7.......28..94..1..5.4...9.2.7....8.1.....3.,157928346943567812862413975594172683371685294286394751735846129429731568618259437,24,2.2
582,.3..4....4.12..6..........9..2.6...1..5..8.3..7....98....75.2.....392...7.4......,638549127491287653257631849842963571965178432173425986319754268586392714724816395,24,3.0
583,.6..13.....3....17..2..58.......65.1.8.4..3...5.....281....4.....7..8.....89.....,864713295593842617712695834379286541281459376456137928125364789947528163638971452,24,3.4
584,.2.5.9.3.......6...5.2.18..3......7....6..5....7.5..845.9....6...8.9....1..4....3,826549137941738625753261849395814276284673591617952384539127468468395712172486953,25,2.2
585,.2.79...5.3......8..9.....44...6......3..72.....3.1.4...1.5.....5.6....3.7.2..5..,124798365735426198689135724497562831813947256562381947941853672258679413376214589,24,2.4
586,..31.....68..9.......2.7.....4..97......2..9132.7....5.6...3.4.5..4.8..2........8,743186259682395174915247863154839726876524391329761485268913547591478632437652918,25,2.7
587,5...9.13....4....8.1.83.......96..2..3.........1..45.6..6..7...37..4....9..2.....,584796132263451798719832654457968321632175489891324576126587943378649215945213867,24,2.6
588,.159....8...1.....4...736...5.....6...9..6.5.6.....2.....3..9.7.2...75...94.1....,315962478976148325482573691851239764249786153637451289568324917123897546794615832,25,2.1
589,..68....2..5.2..1......54..1......6.7.8.5.1......47....74.8.....31....8....2.....,316894572495726813827315496152938764748652139963147258674583921231479685589261347,23,2.1
590,5..6..........241.7.2...........9.316..3....9.83.1......4......2.57..8.3.6.....2.,519684372836972415742135968427859631651347289983216754374528196295761843168493527,24,2.5
591,..21.67.5.....41..5........2..73...8.3..5...19.6...3...2.8.......7.9..4.6.3......,342186795769524183581973624215739468438652971976418352124867539857391246693245817,25,3.2
592,...2.6..5......3..6..5...9...18.....9....78....41.37....2..........74..6573....4.,317296485295748361648531297751829634936457812824163759462985173189374526573612948,24,2.4
593,...8....7.....2...9.7.1.5..71...963.5......41..2..39........15.4...2...9....8.2.4,264895317185732496937614528718459632593268741642173985826947153451326879379581264,26,2.8
594,9......2...3.1.......7..4...96.2.7..4..3..2...8.....96.........2..8.7..3.675.2...,948653127753214689621789435396128754475396218182475396534961872219847563867532941,24,2.5
595,7.....3.4.....29....38....7.7...46..89..1.....4693...1........6.8..2.7...1....43.,758169324164372985923845167371254698892716543546938271237491856485623719619587432,26,2.2
596,.4..8...19...2.....35..92...93.....6.6.59...2.8....41.1............42......87..5.,246785391917423865835169247793214586461598732582637419174356928658942173329871654,25,2.2
597,.26.48.9.18.....6.........3...98.........4.75.5..36..9.9......1.47.......6..2....,526348197183597462974162583712985346639214875458736219895473621247651938361829754,24,2.2
598,.384...2..5...3..67.....3...2.8...4.......1...84..6..5.6.3.4......9..........12.7,638495721451723896792168354925817643376549182184236975267384519513972468849651237,24,3.3
599,..3.....89..6...2...27.4....1....9...6...3..43..15.....2.....1....97...61...8.3..,743512698951638427682794531218467953569823174374159862826345719435971286197286345,24,2.3
600,89.6............25.....16..7..3.42...2...7.5.......36..4.9.....3.7.1......2.8....,895642173631798425274531698769354281123867954458129367546973812387216549912485736,23,2.6
601,.9..5........2.4..71.9.6.....3.....1.527...9.6....1..58..5.......94...36.....2...,296854713385127469714936582973645821152783694648291375831569247529478136467312958,24,3.3
602,.96....3......5..18....64.....25..1..726....3....1.67...35...4.....8..5.4....1..6,596124738347895261821736495638257914172649583954318672713562849269483157485971326,26,2.8
603,....5..1..5..216....2846..5......3..68.5.....5.9.1...47.8...13..9.............82.,876359412954721683312846975241967358687534291539218764728495136193682547465173829,26,2.4
604,9....4562.4..7..1...5692.7......7.5.7............2948.1.........84.....5..3.8....,937814562642573819815692374428367951791458623356129487169245738284736195573981246,26,3.3
605,.7......1...8..49...6.9.....956.4.17....2.6.4........5.5.......8.75..3....2.....6,279453861531876492486192573395684217718925634624317985153269748867541329942738156,24,3.6
606,.6.84.....279....3.9..3.5..1......4....3.6.7....51..9.75.............269..9......,563842917427951683891637524135729846942386175678514392756298431384175269219463758,24,2.1
607,36......7..7.2.54..5.......9.3...2....68..7.......6.8.....1243.....84.2..1.......,362495817897321546451678392983157264126849753745236189678912435539784621214563978,24,2.2
608,2...7.5.........8..16...9.27....3..8....25....63..9........1....8..5.2........694,239178546475962183816534972792613458148725369563849721627491835984356217351287694,23,2.8
609,....96..1.......97......8..1..47.65.8.9.2..1.47........9.1....62.8......6..2.5.3.,784396521356812497921754863132478659869523714475961382593187246248639175617245938,26,3.7
610,1.....8.4.3..1.2..5..7.6.1.8..5.9..6.....873.36........5.......4............7..28,196253874738914265524786913872539146945168732361427589253841697487692351619375428,24,2.5
611,...6...5.8.59..3........9..3.4.....5......43.9.6.1..2...9.7.......2....947.56....,793681254825947361641352987384726195217895436956413728539178642168234579472569813,24,4.0
612,3...7.526..6..9....7.....8.........16.4...87...58.1..4....6...5....5.34.2........,389174526426589137571623489832746951614295873795831264948362715167958342253417698,24,3.2
613,31...4...4.6......9....52..5.9.......8.....9.....1...68...4.......25.764...7.9.8.,312894675456127938978635241529486317681573492734912856867341529193258764245769183,24,2.7
614,.........2..3..71.1....4.56...2......3...12.5.8..3..6....7.....7..1.289.9.5......,396517428254368719178924356617285943439671285582439167841796532763152894925843671,24,2.4
615,.4..52...........5..9...3....73..1....6.7.84.3.1..9.........49....5..6...7.986...,743852916618493725529761384457328169296175843381649257865237491932514678174986532,24,3.0
616,.2..7.65......1...61...9.4.435.....7..8......1.....93...6.3..847.........4.5..2..,829473651574681329613259748435926817298317465167845932956732184782164593341598276,25,3.3
617,2..19.5..693.4............49...1..2..1.4.3....6..............458..7..9...2...5..7,247198536693542781581376294935617428718423659462859173379261845856734912124985367,24,3.1
618,2..6.....4.............327.......5.8..39.4...61.....2.38..4.....7.5.1.......9.8..,291675483437829651568413279749162538823954716615738924386247195974581362152396847,22,3.9
