id,puzzle,solution,clues,difficulty
417,5...9...1.7.86.....8........1..8....7....4.3...67...9.......9....3.19..49..3..82.,532497681174863259689125347315982476798654132426731598267548913853219764941376825,24,4.3
418,.8........3.5.41....63.1...2..7...8..1.....97.6....3.272..5..3....6.......5...87.,184269753932574168576381429259743681413826597867915342721458936348697215695132874,25,4.9
419,...81..966.....4..2....7.3......5..9.....48..3.49.......1.....29.7....6..2.4.6...,745813296638592417219647538182735649596124873374968125461359782957281364823476951,24,4.6
420,6.7......4..2.......8....1.1.3.5...7.....62.5.5..7.3......6..39.....56...7.8.....,637519428415283796928647513163452987789136245254978361542761839891325674376894152,23,4.1
421,3.2...9..1.9....72.7.....6.4..6...25..1.4.......3....88...14..9...........58..6..,382167954169435872574289163498671325231548796657392418826714539743956281915823647,24,4.8
422,.......1.2.6.....4..17..6......8..757.93..........43..3....1.42...6..5.35.2.4....,875436219296518734431792658623189475749365821158274396367851942914627583582943167,25,6.0
423,.....6....5.1..9....4...5...9.6...3....28...6.8....19...6...3..8.7.......3..94...,179536248258147963364928571792651834413289756685473192946712385827365419531894627,22,4.8
424,.8.5...9.5...2.1..1.3....856.....81...57......9...6..3..8..975....4.5......6....1,786541392549823167123967485672354819315798246894216573268139754931475628457682931,26,5.0
425,............18....735...1...5.76..3.1...9....8....32.1.8.4............792.......6,918354627624187593735629184452761938163892745897543261589476312346215879271938456,22,4.1
426,2.....7.6.5..6...8.....8.4369......7..1..54...2...1...1.....8.......3.61..5.8....,283419756459367128716528943698234517371695482524871639132746895847953261965182374,24,4.9
427,......1....2...7.....83...9.1.4..6...89..1.4...6.2..9....7.6..41.....9.5.3...5.7.,453679182892154736761832459517498623289361547346527891925786314178243965634915278,25,4.3
428,.69...3...3...2.....5...2.19...715.4...9.6.1...2.........7....6.2...4..5..1....3.,269417358134582697875369241983271564547936812612845973498753126326194785751628439,24,4.8
429,....6..4..2.....6.4......5..519.3...8..7....279...........7..2...915.8...3...85..,918567243325491768467832951651923487843715692792684315584379126279156834136248579,24,4.6
430,39.....84..5....9..1..4........7....5..2..7..1..9....6.....75...4.3....9..7.....8,396725184425813697718649325834576912569281743172934856283497561641358279957162438,22,4.5
431,6..1.....7.2.....5...5..31......1..8..4...1...984...52......86.....52...8...6....,653148297712936485489527316536291748274685139198473652925714863361852974847369521,23,4.8
432,..34..9....25....4..7..1...4.6.78....8.2........6.4.78....9.5.6...3.....2......8.,863427951912583764547961823456178392781239645329654178174892536698345217235716489,24,4.7
433,..1....357...9..4......58.6.197......2..43...5.3....6.....7.6....2...1...7..3..9.,281467935756398241934125876619752384827643519543819762498571623362984157175236498,25,4.4
434,..12.95.......3.7.6..4..3.9...5.......4.....5...32.78..12.......79...1.....9.8...,341279568958163472627485319286547931734891625195326784512734896879652143463918257,24,4.7
435,..94..1.......54.35....8....6....219.5...3..8..72...5..........68..7..9.1..5...3.,839427165726915483514368972368754219251693748947281356475839621683172594192546837,25,4.5
436,5....67...8.4.1......325..4.......7...5.6....37...2..5.9.....4.......9.2..2..315.,534986721286471539719325864461539278925867413378142695197258346653714982842693157,25,5.9
437,2..78...53.....6....5.2.....2..3.....174.2..6..........64..1.5....9...4..53.....1,291786435378594612645123879529637184817452396436819527964371258182965743753248961,24,5.4
438,....7..8..6....7.9.12.5......5.8.......3.1..53..9....4.9...61.2...5...3...4......,459673281863412759712859463945287316286341975371965824598736142127594638634128597,23,4.2
439,9...8.21..25..1.........4.8.7.9....6..12.6.....9.1...51..3..89....7............3.,946587213825431769713629458478953126531276984269814375154362897382795641697148532,24,4.2
440,.5..........4...1..93..74.8.7....1..3......92..82.5....29.63..71....9...7........,451938276867452319293617458972346185345871692618295734529163847184729563736584921,24,4.2
441,6.........93.8.2.7.74.....9.....7....3..9..1...64..9.5...94..5......86..5....63.1,625739148193584267874162539951627483432895716786413925367941852219358674548276391,26,4.2
442,....3..5....1....42.6..........4.8.3...7.5....7...14..8.....5...4.87..6...96.2...,481237956957168234236594781125946873394785612678321495863419527542873169719652348,23,4.5
443,...4.6..7..5.8....6...2.1...7...1.6.8.....2.33.9.....87.......5..6...37..389.....,293416587415387926687529134572831469861794253349652718724163895956248371138975642,25,4.6
444,.......341.6.2.7..7..5.6...63....2.92.9....7.....3...8..2.15......49...14........,825179634146328795793546812634781259289654173517932468972815346368497521451263987,25,4.3
445,62.3.........1.52.4....5.....9.......7.....8.2.1.....5....9.7.......3.645.4..8.3.,625379841938614527417825693859237416376541289241986375163492758782153964594768132,23,4.4
446,..4.1.8..7....5...6....8..79.83..7....5...3.2........4..6..12.....7.9..1....4....,394617825781425963652938147948352716165874392237196584476581239823769451519243678,23,5.3
447,.8...2........846..9.15..7.....6..3...2...1....9....52...5..64.5.......73...7....,186742395275938461493156278851267934732495186649813752927581643564329817318674529,23,4.3
448,38..495...49....7...............6..88.6..59...7.12.6..6....1.....2.9..3.4.....2..,381749562549682371267513849135976428826435917974128653693251784752894136418367295,25,5.0
449,.73..4.6....1....5.....64...81....2..4..1.5.....5....632.........7.9..5......78..,173954268694128735258376419581463927946712583732589146329845671867291354415637892,23,4.1
450,.9....73...52.....2......4.45.7...167...6.8....6....2....49..6..83..6.......87...,891645732345279681267813549458732916729164853136958427572491368983526174614387295,25,4.5
451,1...7..........2...7.6.8.3...23..4...3..6..1..9.....7...5.1.......8....491.75...3,123975846586143297479628531752391468834567912691482375345216789267839154918754623,24,4.1
452,..3..9.....76..2.....8....6..5.1...81...5.3..97.....65.5...3...784...........1...,623179854847635291519824736435216978168957342972348165251763489784592613396481527,23,4.2
453,.9....8.41...479....6....2..5......7.6..95....89.6..1..43....5........82...1.....,592613874138247965476589321354821697761395248289764513843972156915436782627158439,24,4.3
454,..48....7...32..5..3.1.....6.7....8..8..3.7....35...4..4.6.2.1.........41.6...5..,264895137871324659539167428627941385485236791913578246748652913352719864196483572,25,4.2
455,.4.....2.87.........6...7.3.1.9..5.....1.4.7......5..9.....9.17..746.3....25...4.,943756821871293465256841793618972534539184276724635189485329617197468352362517948,25,4.5
456,..13......3..5..1......948.......24.6.2......41...7........46....528....97.......,741368592839452716256179483587631249692845137413927865328794651165283974974516328,22,4.3
457,...3.....2...47.........36..9..1.4..72......5..8..5.7.1...8...7...........34619..,859326714236147859417958362695712483721834695348695271164289537982573146573461928,23,5.2
458,.1..4......37...9.....23..5..6.38.5........1..8..7.....31..27..2.........4.91...8,715649283823751694469823175976138452354296817182574936531482769298367541647915328,24,4.2
459,1..8.6.2..2..5.7....4...6....3.87....5...9..48..51......83.5.....7...9...6.7....2,175846329629153748384972651413287596752639814896514273948325167237461985561798432,26,4.4
460,..9........5...72..7...5..1...2..4...3...82..8.4..6.7.....5....45..7.9...8...2..3,149723685365189724278645391516297438937418256824536179692354817453871962781962543,24,5.3
461,.3.........1.682...7.....65.14.........985....2......8............84..31.9..1.8.6,639251784541768293278493165814672359367985412925134678186329547752846931493517826,23,4.1
462,..8............3.93..7.14..5...6..1..46.98.2............32..........7....6..491.8,658934271174625389329781465582463917746198523931572846813256794495817632267349158,23,4.1
463,...8...7..6..5..1.89....3..1......6........95.47.2.........49...7.6.....2...8...4,421863579763459218895271346158937462632148795947526183586314927374692851219785634,22,5.2
464,........9...74..5.89.........58..6...38.6..7.67.42......2.8.4.....6.......9...3.1,756138249123749856894256713945817632238965174671423985562381497317694528489572361,24,5.2
465,...4.7......5...1.82..9..5.5..67..89..8..4...46....3..3...4......9.5....1.....93.,653417892794528613821396754532671489918234567467985321386149275279853146145762938,25,4.3
466,7.2..5..63.....7.2.....2........69.....23.6.74......839..4..1..1..6.8....7..1.8..,792385416358164792641792538237846951815239647469571283983427165124658379576913824,26,4.2
467,..4.2..8.1....4.9.9.....2..6....5..8.9..8...3.....76......39...23...8.....5....2.,574923186123864795986571234642315978791682543358497612467239851239158467815746329,23,4.3
468,....4.2....18....9.9..6....18.....4..6....5.....9...3...8.13...2....8..53..2..6.1,835149267621837459794562813183756942469321578572984136958613724216478395347295681,24,4.4
469,..3.....7......21...9.6....9.8.1.....4.3..1..3...726.958.....3......5.6.4.7....9.,863241957754983216129567483978416325642359178315872649586194732291735864437628591,25,4.3
470,....6.9...2.3.81....3.5..6..57......18..........2.4...4.......93.....68.....1.2.5,871462953526398174943157862257631498184579326639284517415826739392745681768913245,23,4.1
471,9..2...8....1......2.378...37...29....47.........8.2...8...57.2....6..94......5..,917246385843159627625378419378512946264793851159684273481935762532867194796421538,24,4.8
472,.....25.....3...9..7..8.4........9..2....5.81.1..69.5..53........49.3.6.62.1.....,341692578865374192972581436536718924297435681418269357753846219184923765629157843,25,4.6
473,.....78......1....6..5.9.4..7.1.5..25..8.......2.7....1.....5..8.3..6.7.75..2.4..,435267819298314765617589243374195682561842397982673154149738526823456971756921438,25,4.6
474,.5...873.3.4.2....8..1..9..7.3...2......124.....5.....2...9.364..........6.....1.,156948732394725681827136945713469258589312476642587193275891364931654827468273519,24,5.8
475,.165.........1......2....3915.7..8.........4.6..1..3.......1.......9.6...49.2...3,416539287938217465572486139153742896287963541694158372365871924721394658849625713,22,4.6
476,....64......8.7..9.4..9..6..14..675.....1.8...9......45.........2.....1...3..8..2,982364571651827439347195268214986753735412896896573124569241387428739615173658942,23,4.1
477,.......5.8.1.5..92..52.4.....8..1...5....8.6..6......91.3.8....6....937....43....,236897154841653792975214638498361527512978463367542819123785946684129375759436281,25,4.1
478,....2..3..8......4.1.4.68..........66.2.1..7...75..1.94..9....28.96.......1..7...,964728531785193624213456897198374256652819473347562189476985312829631745531247968,25,4.1
479,.9.4.......729......4..7.....9...58..68..23..5....1..91.....9....2..48......3..6.,691485732357296148824317695219743586468952317573861429146528973932674851785139264,24,4.2
480,.5.26..8..7.........9..81.....5..24..48...96.....9....4..3.....92..5......39...7.,351269487874135629269478135796583241548712963132694758415327896927856314683941572,24,5.0
481,8...423...1..7...5...9...8.......6..3...8..7.7.6.....4..723.........193.2.......8,875142369619873425432956187981427653354689271726315894197238546548761932263594718,24,4.7
482,..8.26....5.......72.1.93........1.6.6..7..8..1.9..5.72.9..8.......15.2..7.......,938526471154387692726149358497852136365471289812963547249638715683715924571294863,25,4.8
483,8....19........6....127..4.35.84......61.5....4........9.5..36.....8..1.2...63..8,834651972729438651561279843357846129986125734142397586498512367673984215215763498,26,4.8
484,.5.....3.7.4.6.8.....1..9..18.....9.2..5......3..2..7..2.74......6..83..........4,851497236794362851362185947185673492247519683639824175923741568476258319518936724,23,4.5
485,.6.2...1......9.5.47..68...8.5.9...3.436..1..................27.2..8.5........4..,569273814382149756471568392815492673243657189796831245658314927924786531137925468,23,4.5
486,...8...95....957...1......259..1..2.2....8.3....7......749....1.........6...8..53,762841395483295716915673482598314627247568139136729548374952861859136274621487953,24,4.2
487,3.7...9.........3..8.5.6...7...4...2.....2.5.4..8.5...5..7..1..8.....4.7.....1.6.,357124986614987235982536741735649812198372654426815379549768123861253497273491568,23,4.2
488,4....3.7.8791..6...........9...............85...76.1.2..8.....9..1..274.73..1....,426893571879125634153647928914258367267931485385764192548376219691582743732419856,24,4.7
489,.48...2....3...5...2.94..6......3.9..5..876....76.........9..581.2..6......3.....,648735219973162584521948367864513792259487631317629845736294158192856473485371926,24,4.9
490,..7.....1..142.8..9..1...4..6....3.....2.65.4..4..3.1.....9..3..8.3.......6.1.7.8,427835961631429857958167243265741389193286574874953612712698435589374126346512798,26,4.7
491,9....7..31...64....3.5......867..1.......1.42.....2...4.....56...78...9..9.......,965127483128364975734598621286745139579631842341982756413279568657813294892456317,23,4.3
492,17......9.8..5.6.....6...3.79........3..9.14......8.2.6..8........3..2.8...1.2.6.,176283459382954671945617832794521386238796145561438927623879514417365298859142763,24,4.2
493,..7........6..7.3.39..2.....7.9...48.4...5.1.....3.2....5.9....81.45.6...6....4..,527369184186547932394128765673912548248675319951834276435796821812453697769281453,25,4.2
494,..2.....3....26.7..563.1.9....69.4..........85.1....2..1...76.........5..4.56.7..,982754163134926875756381294328695417469172538571843926815237649697418352243569781,25,4.3
495,..3.2..198...6.....15...38....3......7.6..5..6.4.5.........87.4..8.9..5.........1,763825419849163275215974386582341967371689542694752138936518724128497653457236891,24,4.5
496,38.4............651.....4..2...6.5..5.6....1......2.....7...8...9.178......5.....,385416729974283165162795483249361578536847912718952346457629831693178254821534697,21,4.1
497,2..9..4...1.7....2.4....9.5..653..8..2....1.......6...47...16........8...5......9,265913478819754362743862915196537284527489136384126597478291653932675841651348729,23,4.9
498,7...5.....459.............6....4.2..8..7..43..1...8........47.......26.8.925.....,769853142145926873283471596937645281826719435514238967358164729471392658692587314,22,4.5
499,..7..4..5...7...23...8......2....5.46..3..1..4.8.6.....6...3...9...1..7..34.....2,187234695546791823293856741329187564675342189418569237761923458952418376834675912,24,4.4
500,.......5...7.8....38..76..1...6...75....2..8.6....723.27...3.....5..2...4.....59.,162349758597281463384576921928634175743125689651897234279453816815962347436718592,25,4.2
501,5.1.....3..6...8....3.4..7....8...9.3.9..12..6...9...4...187..5...2.......2..5...,571628943496713852823549176245876391389451267617392584934187625158264739762935418,24,4.8
502,......9..3.2.58.7....1.28...217.....9...81.3....9.....15...6..........8..6....7.4,816347952392658471547192863421763598975481236683925147154876329739214685268539714,24,4.8
503,4.8.2...1..6..5......8..26........7.7.3581.9.5.....1.....4.3.....1...9....5.12.87,498326751236175849157849263619234578723581496584967132872493615361758924945612387,27,5.2
504,...4...7.2...58....4.9..5.25....39....8.4...1..2..7...6.7....244.5.2.......8....6,159432678273658419846971532514263987738549261962187345697315824485726193321894756,26,5.1
505,4.....8....1.38..5.6.5..13..92..4..1.7.8..3..6......4......9......4..9.7...1...5.,435791826921638475768542139892374561574816392613925748147259683256483917389167254,25,4.1
506,.......9...4.....878.53....16.3.2...2..9.5.6..47.........68.7.5..3.........1..6..,526718493314296578789534216165372849238945167947861352491683725653427981872159634,24,4.5
507,7.583......6.....23....6...8.2..9..51...6..8....78...15.81..7.3......1...3..9...8,725834619486971532319526874872419365154263987693785241568142793947358126231697458,27,4.1
508,.4.5.3.....2.975.....2...9413...54.......16....9.8...33....9.......7......7.....5,946513827812497536573268194138625479724931658659784213361859742485372961297146385,24,4.5
509,8.....9....4........97.83.........6.4......8.5.8.1.4....1.4..5..2.6.......32..61.,856432971374169528219758346132894765497526183568317492681943257925671834743285619,23,4.7
510,..3....64.7...3..8.6.5.......8...9..3....2.....69..15..5.3.84.....41............7,913827564475693218862541739548136972391752846726984153659378421237419685184265397,23,4.5
511,..5..4.3.1......5.6....2...2...8.41..9..1.5....72....6.248.....5.....7.....9....8,875164239142398657639572841256789413398416572417253986924837165583621794761945328,24,4.3
512,.5...8.4....4.2.1...7.9........4...28..1..46.....86...1...7...562.3..9....9......,251738649983462517467591328716943852892157463345286791134679285628315974579824136,24,4.8
513,.......2...7.35.....194.....3.1...8.......6...69.....2.1.49.3.....8....4.486..97.,956781423487235196321946857532164789874529631169378542715492368693857214248613975,25,4.9
514,.2......9..8.1...2.5.2..7....3..69..2.61.5...4...7.3...6...1.......57.4.8.4......,327564189948713652651298734713486925296135478485972361562341897139857246874629513,25,4.1
515,......7....2..6.51...27...6....5......8..2.9..5.3.18.2....1.53.4.9........58...19,694185723872936451531274986923458167148762395756391842287619534419523678365847219,26,4.3
516,.41..9........56..7..8...4.6.4....7.....3.....7..5.3..........88..6..9...1..8...5,241769853983245617756813249634928571592137486178456392367594128825671934419382765,22,4.9
517,.......6..6.4......1.5.3.9...837....9....6..8....8..742..7.1..5..6......54....2..,492817563365429781817563492128374956974156328653982174289731645736245819541698237,24,4.1
518,.....9....1.8...42....51.8.15.3.7....8..2...6..2....3.571.8........3.6..8........,738249165915863742624751389156397824387524916492618537571486293249135678863972451,24,4.6
519,.91......5...6.8..43.5.....7...1...3...3...1.3..7..2.....6.4.97.......5.....8.1..,891437526527169834436528971759812463268345719314796285182654397943271658675983142,23,4.5
520,.1.....7....8.19..4.29..3..5....36.....7....1.3..8..........7...5.6..84.34.29....,915346278763821954482975316579413682824769531136582497698154723251637849347298165,25,4.4
521,......1..537...6...21.6...84......5...84....7....32....6..2.......71........4923.,684295173537184629921367548413678952298451367756932481869523714342716895175849236,24,4.4
522,..2.6.3..1...4...8..82..6...47...8.5..5..4....2...7......6..297..........9.5...4.,452768319169345728378291654947126835615834972823957461584613297231479586796582143,24,4.2
523,..5.2......2.....57..9...3.5...8.61......4..9............1.3....36..8..41....7.5.,345826791892731465761945238574389612213674589689512347457193826936258174128467953,22,4.9
524,...6.25....891.....2.75.....5.8....4.......32..7.4.6..4.1....9..9.........3.7...1,179632548538914267624758319352861974846597132917243685481325796795186423263479851,24,5.0
525,7......98.3.4..1......5.7....3..6.....62..5.75...478...4..1.....8...43..6.....2..,715362498238479156964158732473586921896231547521947863342715689189624375657893214,25,4.4
526,..4.9....13...7..55...3..8..5.2..3.4...9..2..7........3...5.9....7.64.2.........8,674598132138627495592431786859276314461983257723145869386752941917864523245319678,24,5.4
527,.......7...1..6..4..75...9..6.3..7..3.8..9.4..........2..9..13...36.8...4...2..8.,532894671891276354647531892964352718378169245125487963286945137753618429419723586,24,4.1
528,..4..8..5...4...2..8.5..3.9.5.......69....2.74..3..6...7.9.....8....4.7....6.1..2,934728165165439728287516349753162894691845237428397651572983416816254973349671582,25,4.2
529,....3..4.8.......2.4....9..4....7....79..2....83.9.4.....1...7.692.....8....8.5..,926738145835914762147526983461357829579842631283691457358169274692475318714283596,23,4.4
530,..218........5.2.6.7....53.....71.........6.84..6...2..3...7...1...9..54...4..3..,352186479941753286876924531685271943723549618419638725534867192167392854298415367,24,4.4
531,........83.2....5.18647...2.9..........18..9......9..5..37...4...5.921.........7.,957231468342968751186475932698527314524183697731649825813756249475392186269814573,24,5.4
532,......7..7...5...3..463..8.6....59....89.....1....6.7...6.....4.5.8.1.......92.1.,963148752781259643524637189642785931378914265195326478216573894459861327837492516,24,4.1
533,.89.......134....66......27.218.4.6.....9....4.........6..571.9..4.1.........6.7.,289763451713425986645189327921874563836592714457631298368257149574918632192346875,25,4.6
534,2.......1..9...78.1..47..3.6.8..93..9..8.5..6...........1...2.......1..34...8..7.,247938561369512784185476932628149357973825416514367829731654298852791643496283175,24,4.8
535,1..79...8.....5.....7.8.5..9..4...2...1.57....4.6...5...2...3.7..83..4..4..5...6.,156794238284135679397286514975413826621857943843629751562941387718362495439578162,26,4.2
536,5..7..4..2....4.8...893.....5....2..1.........74....3......21...2.3.786..6....7.5,536728419297514386418936572359671248182493657674285931745862193921357864863149725,25,4.1
537,3...97...2..6...3....1..9..1..48.2.9.......5..6......18.3.....6....3.7...712..5..,316597824297648135584123967135486279942371658768952341823715496659834712471269583,25,4.1
538,..27.....35.8....1...4.52........7......9....69...8.4..3..7..9..8...2....76....3.,862719354354826971719435286528143769143697825697258143231574698985362417476981532,23,4.1
539,...4......8..6.5...1...2.864.1..8.3..63.....1.............754..87..........1...9.,625489173987361524314752986491528637263947851758613249139875462876294315542136798,22,5.2
540,.9.5.....1.687.2...3.....5......7..3.6..1.8..9.2...6.........8.4....27..6....1.4.,794523168156874239238196457845267913367915824912438675521749386483652791679381542,24,4.7
541,...9..7....1..6.9...8..2.5.....2.1..35...1..6.....8....178.39..8.9.4.53..........,563984712271536498948172653786325149354791286192468375617853924829647531435219867,25,5.1
542,8.....3...6..5.....75..1.8........4.7.4.6.......2....7...1..6.......851.9..42..7.,819647352463852791275931486196783245724569138538214967387195624642378519951426873,23,4.4
543,..2....4.....31.5.1....92...5...2.1..9..6.7......1.6....75.......6....8.5..8....4,732658941964231857185479263653782419491365728278914635827543196346197582519826374,23,4.8
544,...17..8.......7...4.8..3..2.53.9...9.7.5............3.21.....8..4.6..25...5.....,653174289189235746742896351265389417937451862418627593521943678394768125876512934,23,5.0
545,...7....17.6.8.32......39..6.3..4.......9..8...4.15....17.4....8...3............5,439726851756981324128453976693874512571692483284315697317549268865237149942168735,23,4.6
546,.....5..1...3....9.38.6..2.26.79......7.1.......5...866....2.9.......2....59...6.,796245831142387659538169427264798513857613942319524786673852194981436275425971368,24,4.9
547,....87.2.4..9..6.........9376.........18....9..94.2...5....981.....2....8..5..7.6,956387421423915678178264593765193284241876359389452167537649812614728935892531746,25,4.2
548,..2.6....6...4...5..71.2..3..6.....471465....8...........87.4......3.1.....4.92..,932568741681347925547192683256981374714653892893724516125876439479235168368419257,25,4.6
549,..8..4.1..7.1....5....69..7..6.......2...69..91......8....18.3..47.3.........5.7.,698574312274183695351269847486951723723846951915327468569718234147632589832495176,24,5.7
550,1....7.64...1..2..8......7....2...39..287....7.46.9...4......86..97......5...14..,123587964647193258895426173586214739932875641714639825471952386369748512258361497,26,4.1
551,6.9.3...4...5...2...8...........4......1..83....36.5.9.6...79..23..4......1......,659832174347519628128476395583794261496125837712368549864257913235941786971683452,22,4.9
552,..2.3...9..16..8.7..75...1.1....6.8..63.98......17....4...1..28......67.3.......4,582731469931642857647589213194356782763298541258174936476915328819423675325867194,27,4.1
553,..387..591...6...................932..792....6..3...1..9........1....5.3.4.2...6.,263874159178569324954132876581647932437921685629358417396715248712486593845293761,23,4.1
554,.5.9.....24.....67.7..6..1..3...1.....5.....3..2....8....61..2.....8...4.2.49.3..,651974832249138567378562419934851276185726943762349185493615728517283694826497351,24,4.7
555,.....4..6..8......1..7.93.......61.9..3....5..7.3.1.4.3426.79..6.1......7.....4..,297134586438265791165789324824576139913428657576391842342657918681943275759812463,26,4.1
556,......7....9.....4.1..7.569...........64.1......5..23..781....56..........53.91.6,562948713739615824814273569953827641286431957147596238378162495691754382425389176,24,4.3
557,.......1...6..9..442..75....4.6.....2....19....3.......89...1.....8....9.6.2....8,897462315536189724421375896945637281278541963613928457389756142752814639164293578,22,4.5
558,..7.....2.5.4.6...14...2.7.5...6....6.2....8...39....14.1............8......4.52.,367189452259476138148532976514768293692314785873925641481257369725693814936841527,23,4.6
559,........836.8.19...1...6....4...7.1....96..45.....23....13....78.9......6.4......,295734168367851924418296573943587216182963745756412389521348697879625431634179852,24,4.3
560,...4.2...7.49....1....5.....8..........2.78...5..69..34.......9...1..53.531....6.,315472986764983251892651374189345627643217895257869143428536719976124538531798462,24,4.3
561,.3.2.9.1....56......2.........45.3....5......39....64.1...9...7..6..7......8..92.,637249518419568273852173469768451392245936781391782645124695837986327154573814926,23,4.7
562,.8..9.......2..69...2.........76...1..4....8.5...8..3.4...1.....9...8.7....625.1.,687591324351274698942836157238769541764153982519482736425917863196348275873625419,23,4.1
563,8.......7..7.261.......835..62.4....3.1...94.....3.7...8.5...1......98....6......,813495627597326184624718359962847531371652948458931762289573416145269873736184295,24,4.4
564,..1.564...6...1.95.7..4..6.....1.528.82.....1.1.......6..3.7...........4.3.5.....,291756483463281795875943162347619528982475631516832947654327819729168354138594276,25,4.5
565,8.4....1.3....8...57.69..4...2.817.......9...7......85......2....8315...6........,894257316326148579571693842462581793185739624739426185957864231248315967613972458,24,5.0
566,.1......2..68..3..23.....6....9....49.5.4...7...7.82....3..9...67.....9.8..4.65..,518367942746892315239514768387921654925643187164758239453179826671285493892436571,26,4.8
567,....9...3...2.4.15.57............8..47..3....59..28..7..6...........2..17..6.354.,614795283983264715257381496362179854478536129591428367146857932835942671729613548,25,4.2
568,.6..7...521.4...7...7...4....63...1..45.....8.9..6.....3.69......1.54..........42,864973125213485976957126483726348519345719268198562734432697851681254397579831642,25,4.5
569,9.4.1..6..2..6.......9....7.....38.22..8...597....1....6....3.........185...2....,954718263827364591316952487691543872243876159785291634169487325472635918538129746,23,5.4
570,4.5..........65..........16.9..8.1.....9...52.7...3...1..4..2.5..48...9.6..7...4.,465178923913265784287349516592684137346917852871523469138496275754832691629751348,24,4.5
571,...2........81...6....65....6....3.44.51...6.79.....1..5...39.2...........2..853.,916274853537819426824365197261957384485132769793486215158643972379521648642798531,24,6.0
572,3....9...6..5..27..1..8...............3...9.2...256..1..87..4..5....8....9...5..3,375429618684531279912687345261973584753814962849256731138792456526348197497165823,23,4.7
573,5....1.3...6...9..9....87.6....3.....45...3....1..48.....8.72.....9.....21...3...,587691432136742958924358716862539174745186329391274865659817243473925681218463597,23,5.3
574,8......159.5.1.6...7.36.........7..........29...489..31.28.............67.....5..,826794315935218674471365892319627458684531729257489163142856937598173246763942581,23,4.1
575,8327.......9..8..1.......4........1..8.6195..4.............3....17.9..58.9.1.6...,832741965549368271176925843925487316783619524461532789654873192317294658298156437,24,4.1
576,51...87....6..541..4.1.....138..4..9.......5.7..6.1......7...38.89......4.....5..,513428796876395412942167385138254679264879153795631824651742938389516247427983561,26,4.4
577,.8.21..3..4...3..75...4..1..68....9.4....6...2.19...........5..35.1..8.....8...6.,687219435149653287523748916768521394495386721231974658816492573352167849974835162,25,4.2
578,..24.9....5..8.12..4...........73.8.684.......7......2...5.23.9.......5.36.9....8,132459876957386124846721593291673485684295731573814962718562349429138657365947218,25,4.3
579,7....3.6.6.1.....9.4...57...5.....9...62..13....4...5...73.....1...26...5..1.....,725943861631872549948615723852731496476259138319468257297384615183526974564197382,24,4.2
580,.....8..9..4...71.93...68..8...5.24.5...3.....12.......5..........7.4..6...9..3.8,125478639684392715937516824879651243546237981312849567758163492293784156461925378,24,4.5
581,......2.475..9..83.2...5.7.69.1.....3.......7....8....9.14..5.....3....15....6.48,169837254754291683823645179697124835318569427245783916931478562486352791572916348,26,4.8
582,.785..3..6...2.4.7...........13....97...8..6.........1165..4.....9.7...2.....8...,978541326653829417412763895281356749794182563536497281165234978849675132327918654,23,4.2
583,...9.1....1.....82.....5.9.68.3...2.3.5.4......2.8....46.............3..8.95.3...,538921647917436582246875193684357921395142876172689435463718259751294368829563714,23,4.8
584,..87.12.........8.7..9...516.......3..2..31..5....9.7.4.7.82..9..6...42..2.......,398751264215436987764928351641275893972863145583149672437682519156397428829514736,26,5.9
585,43.67...8.1..3.4..5...2..6.6..4.59...8.......1...6.5..8...4.63.......8.2.........,432679158716538429598124367623485971985317246147962583879241635354796812261853794,25,4.1
586,..83.9.2.9..2..1...43.7...98..5.1...1...3...6.94..2....8....7..4......937......8.,618359427975246138243178659867591342152834976394762815589423761421687593736915284,27,4.2
587,.....275......6..14.3.7...9.32.......75..9.63...2......4.5.....5...9.....6...7.1.,916342758728956431453178629832761945175489263694235187247513896581694372369827514,24,4.4
588,8....2.5...6.3.....9.41..3....3.....5287....61.4.6...5........9......51.36......2,843972651216835947795416238679358124528741396134269875452183769987624513361597482,25,4.4
589,....5...2..4..........2347.4...69.5..2.1....7..1.486..1.2...59.9......1..3.......,793654182264817935815923476478269351629135847351748629182376594946582713537491268,25,5.9
590,..3..84...1.9..5.......79.627..........1..25..8...4.6....5...4..4....8.1.....2...,793658412416923578852417936279365184364189257581274369628591743945736821137842695,23,4.5
591,....2..9.7.8........3.4..72...5.....61....3.94....1....8.29.5.4.......8.9.64.....,164723895728159436593648172839562741612874359457931628381297564245316987976485213,24,4.1
592,7...2...9.3.8.......8.4..........49..6...1....82...7....526.......5...3.3.4.9..26,741326859936857214258149673173682495569471382482935761895263147627514938314798526,24,4.5
593,.38.961..56....3..........5....84.7........9..41.2.......1........9.25.62.3.....7,738596142562417389419238765956384271327651894841729653675143928184972536293865417,24,4.3
594,5.....6..79.2...1....8......7256...9.......7.3.8...4.........6.8...1...76.3.7.2.5,581749623794236518236851794472563189159482376368197452947325861825614937613978245,25,4.1
595,.........46...2.....163..7.8.....529.............95..19.3.6...7..8...4..1.48...5.,732418695469752318581639274816347529295186743347295861923564187658971432174823956,24,4.1
596,83...9..4..5.1......12.4....6...7...5..1....7..7...5...9..7..38..8....9.1..9..4..,836759214425613789971284356369547821584132967217896543692475138748321695153968472,25,4.7
597,3..8..5...814..7..59.....619.............245...76..2...1..7....4...6........8.32.,376891542281456739594327861925748613863912457147635298612573984438269175759184326,25,4.3
